,asset_name,date,opening_value,closing_value,period_yield
4884,Európai részvény eszközalap,2026-03-02,2.9158,2.9158,0.0
4885,Európai vállalati kötvény eszközalap,2026-03-02,1.3399,1.3399,0.0
4886,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-02,1.2769,1.2769,0.0
4887,Fejlõdõ ázsiai részvény eszközalap,2026-03-02,2.9122,2.9122,0.0
4888,Fenntartható növekedés részvény eszk.,2026-03-02,3.0929,3.0929,0.0
4889,Globális egészségügyi részvény eszk.,2026-03-02,3.6705,3.6705,0.0
4890,Globális növekedési részvény eszközalap,2026-03-02,2.1409,2.1409,0.0
4891,Kiegyensúlyozott vegyes eszközalap - D,2026-03-02,1.4637,1.4637,0.0
4892,Latin-amerikai részvény eszközalap,2026-03-02,1.4562,1.4562,0.0
4893,Magas kötvény arányú vegyes eszk. - D,2026-03-02,1.1339,1.1339,0.0
4894,Magas védelmû vegyes eszközalap,2026-03-02,1.1302,1.1302,0.0
4895,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-02,3.5366,3.5366,0.0
4896,Nyersanyagpiaci részvény eszközalap,2026-03-02,1.7388,1.7388,0.0
4897,Presztízs- és luxusmárkák rv. ea.,2026-03-02,3.6732,3.6732,0.0
4898,USA részvény eszközalap,2026-03-02,4.5146,4.5146,0.0
4899,Ázsia kötvény eszközalap,2026-03-02,2.2659,2.2659,0.0
4900,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-03,0.955,0.9478,-0.0075
4901,Euró likviditás eszközalap - D,2026-03-03,0.9288,0.927,-0.002
4902,Európai ingatlancégek részv. eszközalap,2026-03-03,2.0003,1.9478,-0.0262
4903,Európai kötvény eszközalap - D,2026-03-03,1.2461,1.2385,-0.0061
4904,Európai részvény eszközalap,2026-03-03,2.8501,2.7498,-0.0352
4905,Európai vállalati kötvény eszközalap,2026-03-03,1.3353,1.3298,-0.0041
4906,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-03,1.2718,1.2087,-0.0496
4907,Fejlõdõ ázsiai részvény eszközalap,2026-03-03,2.8929,2.7709,-0.0422
4908,Fenntartható növekedés részvény eszk.,2026-03-03,3.0894,3.0676,-0.007
4909,Globális egészségügyi részvény eszk.,2026-03-03,3.683,3.5823,-0.0273
4910,Globális növekedési részvény eszközalap,2026-03-03,2.1443,2.1124,-0.0149
4911,Kiegyensúlyozott vegyes eszközalap - D,2026-03-03,1.461,1.4469,-0.0096
4912,Latin-amerikai részvény eszközalap,2026-03-03,1.4375,1.374,-0.0442
4913,Magas kötvény arányú vegyes eszk. - D,2026-03-03,1.1305,1.1215,-0.008
4914,Magas védelmû vegyes eszközalap,2026-03-03,1.1215,1.1126,-0.0079
4915,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-03,3.5279,3.4719,-0.0159
4916,Nyersanyagpiaci részvény eszközalap,2026-03-03,1.7368,1.6814,-0.0319
4917,Presztízs- és luxusmárkák rv. ea.,2026-03-03,3.5448,3.4502,-0.0267
4918,USA részvény eszközalap,2026-03-03,4.5764,4.585,0.0019
4919,Ázsia kötvény eszközalap,2026-03-03,2.2742,2.2891,0.0066
4920,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-04,0.9478,0.9503,0.0027
4921,Euró likviditás eszközalap - D,2026-03-04,0.927,0.9279,0.001
4922,Európai ingatlancégek részv. eszközalap,2026-03-04,1.9478,1.9587,0.0056
4923,Európai kötvény eszközalap - D,2026-03-04,1.2385,1.2419,0.0028
4924,Európai részvény eszközalap,2026-03-04,2.7498,2.802,0.019
4925,Európai vállalati kötvény eszközalap,2026-03-04,1.3298,1.3346,0.0036
4926,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-04,1.2087,1.215,0.0051
4927,Fejlõdõ ázsiai részvény eszközalap,2026-03-04,2.7709,2.7509,-0.0072
4928,Fenntartható növekedés részvény eszk.,2026-03-04,3.0676,3.0812,0.0044
4929,Globális egészségügyi részvény eszk.,2026-03-04,3.5823,3.6003,0.005
4930,Globális növekedési részvény eszközalap,2026-03-04,2.1124,2.1189,0.0031
4931,Kiegyensúlyozott vegyes eszközalap - D,2026-03-04,1.4469,1.4488,0.0013
4932,Latin-amerikai részvény eszközalap,2026-03-04,1.374,1.4213,0.0345
4933,Magas kötvény arányú vegyes eszk. - D,2026-03-04,1.1215,1.124,0.0023
4934,Magas védelmû vegyes eszközalap,2026-03-04,1.1126,1.1158,0.0028
4935,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-04,3.4719,3.4633,-0.0025
4936,Nyersanyagpiaci részvény eszközalap,2026-03-04,1.6814,1.6957,0.0085
4937,Presztízs- és luxusmárkák rv. ea.,2026-03-04,3.4502,3.5091,0.0171
4938,USA részvény eszközalap,2026-03-04,4.585,4.5829,-0.0005
4939,Ázsia kötvény eszközalap,2026-03-04,2.2891,2.2875,-0.0007
4940,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-05,0.9503,0.9463,-0.0043
4941,Euró likviditás eszközalap - D,2026-03-05,0.9279,0.9261,-0.002
4942,Európai ingatlancégek részv. eszközalap,2026-03-05,1.9587,1.9362,-0.0115
4943,Európai kötvény eszközalap - D,2026-03-05,1.2419,1.2347,-0.0058
4944,Európai részvény eszközalap,2026-03-05,2.802,2.7672,-0.0124
4945,Európai vállalati kötvény eszközalap,2026-03-05,1.3346,1.3286,-0.0045
4946,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-05,1.215,1.2096,-0.0044
4947,Fejlõdõ ázsiai részvény eszközalap,2026-03-05,2.7509,2.8226,0.0261
4948,Fenntartható növekedés részvény eszk.,2026-03-05,3.0812,3.0792,-0.0007
4949,Globális egészségügyi részvény eszk.,2026-03-05,3.6003,3.5743,-0.0072
4950,Globális növekedési részvény eszközalap,2026-03-05,2.1189,2.1147,-0.002
4951,Kiegyensúlyozott vegyes eszközalap - D,2026-03-05,1.4488,1.4452,-0.0025
4952,Latin-amerikai részvény eszközalap,2026-03-05,1.4213,1.3934,-0.0197
4953,Magas kötvény arányú vegyes eszk. - D,2026-03-05,1.124,1.1193,-0.0042
4954,Magas védelmû vegyes eszközalap,2026-03-05,1.1158,1.1129,-0.0026
4955,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-05,3.4633,3.4125,-0.0147
4956,Nyersanyagpiaci részvény eszközalap,2026-03-05,1.6957,1.6561,-0.0234
4957,Presztízs- és luxusmárkák rv. ea.,2026-03-05,3.5091,3.4565,-0.015
4958,USA részvény eszközalap,2026-03-05,4.5829,4.5902,0.0016
4959,Ázsia kötvény eszközalap,2026-03-05,2.2875,2.284,-0.0015
4960,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-06,0.9463,0.9404,-0.0062
4961,Euró likviditás eszközalap - D,2026-03-06,0.9261,0.9248,-0.0014
4962,Európai ingatlancégek részv. eszközalap,2026-03-06,1.9362,1.9274,-0.0046
4963,Európai kötvény eszközalap - D,2026-03-06,1.2347,1.2301,-0.0037
4964,Európai részvény eszközalap,2026-03-06,2.7672,2.737,-0.0109
4965,Európai vállalati kötvény eszközalap,2026-03-06,1.3286,1.3247,-0.0029
4966,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-06,1.2096,1.1981,-0.0095
4967,Fejlõdõ ázsiai részvény eszközalap,2026-03-06,2.8226,2.7787,-0.0156
4968,Fenntartható növekedés részvény eszk.,2026-03-06,3.0792,3.0406,-0.0125
4969,Globális egészségügyi részvény eszk.,2026-03-06,3.5743,3.4872,-0.0244
4970,Globális növekedési részvény eszközalap,2026-03-06,2.1147,2.0898,-0.0118
4971,Kiegyensúlyozott vegyes eszközalap - D,2026-03-06,1.4452,1.4344,-0.0075
4972,Latin-amerikai részvény eszközalap,2026-03-06,1.3934,1.3806,-0.0092
4973,Magas kötvény arányú vegyes eszk. - D,2026-03-06,1.1193,1.1132,-0.0055
4974,Magas védelmû vegyes eszközalap,2026-03-06,1.1129,1.1113,-0.0014
4975,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-06,3.4125,3.3893,-0.0068
4976,Nyersanyagpiaci részvény eszközalap,2026-03-06,1.6561,1.6312,-0.015
4977,Presztízs- és luxusmárkák rv. ea.,2026-03-06,3.4565,3.3968,-0.0173
4978,USA részvény eszközalap,2026-03-06,4.5902,4.5287,-0.0134
4979,Ázsia kötvény eszközalap,2026-03-06,2.284,2.291,0.003
4980,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-09,0.9404,0.9404,0.0
4981,Euró likviditás eszközalap - D,2026-03-09,0.9248,0.9248,0.0
4982,Európai ingatlancégek részv. eszközalap,2026-03-09,1.9274,1.9274,0.0
4983,Európai kötvény eszközalap - D,2026-03-09,1.2301,1.2301,0.0
4984,Európai részvény eszközalap,2026-03-09,2.737,2.737,0.0
4985,Európai vállalati kötvény eszközalap,2026-03-09,1.3247,1.3247,0.0
4986,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-09,1.1981,1.1981,0.0
4987,Fejlõdõ ázsiai részvény eszközalap,2026-03-09,2.7787,2.7787,0.0
4988,Fenntartható növekedés részvény eszk.,2026-03-09,3.0406,3.0406,0.0
4989,Globális egészségügyi részvény eszk.,2026-03-09,3.4872,3.4872,0.0
4990,Globális növekedési részvény eszközalap,2026-03-09,2.0898,2.0898,0.0
4991,Kiegyensúlyozott vegyes eszközalap - D,2026-03-09,1.4344,1.4344,0.0
4992,Latin-amerikai részvény eszközalap,2026-03-09,1.3806,1.3806,0.0
4993,Magas kötvény arányú vegyes eszk. - D,2026-03-09,1.1132,1.1132,0.0
4994,Magas védelmû vegyes eszközalap,2026-03-09,1.1113,1.1113,0.0
4995,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-09,3.3893,3.3893,0.0
4996,Nyersanyagpiaci részvény eszközalap,2026-03-09,1.6312,1.6312,0.0
4997,Presztízs- és luxusmárkák rv. ea.,2026-03-09,3.3968,3.3968,0.0
4998,USA részvény eszközalap,2026-03-09,4.5287,4.5287,0.0
4999,Ázsia kötvény eszközalap,2026-03-09,2.291,2.291,0.0
5000,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-09,0.9404,0.9404,0.0
5001,Euró likviditás eszközalap - D,2026-03-09,0.9248,0.9248,0.0
5002,Európai ingatlancégek részv. eszközalap,2026-03-09,1.9274,1.9274,0.0
5003,Európai kötvény eszközalap - D,2026-03-09,1.2301,1.2301,0.0
5004,Európai részvény eszközalap,2026-03-09,2.737,2.737,0.0
5005,Európai vállalati kötvény eszközalap,2026-03-09,1.3247,1.3247,0.0
5006,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-09,1.1981,1.1981,0.0
5007,Fejlõdõ ázsiai részvény eszközalap,2026-03-09,2.7787,2.7787,0.0
5008,Fenntartható növekedés részvény eszk.,2026-03-09,3.0406,3.0406,0.0
5009,Globális egészségügyi részvény eszk.,2026-03-09,3.4872,3.4872,0.0
5010,Globális növekedési részvény eszközalap,2026-03-09,2.0898,2.0898,0.0
5011,Kiegyensúlyozott vegyes eszközalap - D,2026-03-09,1.4344,1.4344,0.0
5012,Latin-amerikai részvény eszközalap,2026-03-09,1.3806,1.3806,0.0
5013,Magas kötvény arányú vegyes eszk. - D,2026-03-09,1.1132,1.1132,0.0
5014,Magas védelmû vegyes eszközalap,2026-03-09,1.1113,1.1113,0.0
5015,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-09,3.3893,3.3893,0.0
5016,Nyersanyagpiaci részvény eszközalap,2026-03-09,1.6312,1.6312,0.0
5017,Presztízs- és luxusmárkák rv. ea.,2026-03-09,3.3968,3.3968,0.0
5018,USA részvény eszközalap,2026-03-09,4.5287,4.5287,0.0
5019,Ázsia kötvény eszközalap,2026-03-09,2.291,2.291,0.0
5020,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-09,0.9404,0.9404,0.0
5021,Euró likviditás eszközalap - D,2026-03-09,0.9248,0.9248,0.0
5022,Európai ingatlancégek részv. eszközalap,2026-03-09,1.9274,1.9274,0.0
5023,Európai kötvény eszközalap - D,2026-03-09,1.2301,1.2301,0.0
5024,Európai részvény eszközalap,2026-03-09,2.737,2.737,0.0
5025,Európai vállalati kötvény eszközalap,2026-03-09,1.3247,1.3247,0.0
5026,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-09,1.1981,1.1981,0.0
5027,Fejlõdõ ázsiai részvény eszközalap,2026-03-09,2.7787,2.7787,0.0
5028,Fenntartható növekedés részvény eszk.,2026-03-09,3.0406,3.0406,0.0
5029,Globális egészségügyi részvény eszk.,2026-03-09,3.4872,3.4872,0.0
5030,Globális növekedési részvény eszközalap,2026-03-09,2.0898,2.0898,0.0
5031,Kiegyensúlyozott vegyes eszközalap - D,2026-03-09,1.4344,1.4344,0.0
5032,Latin-amerikai részvény eszközalap,2026-03-09,1.3806,1.3806,0.0
5033,Magas kötvény arányú vegyes eszk. - D,2026-03-09,1.1132,1.1132,0.0
5034,Magas védelmû vegyes eszközalap,2026-03-09,1.1113,1.1113,0.0
5035,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-09,3.3893,3.3893,0.0
5036,Nyersanyagpiaci részvény eszközalap,2026-03-09,1.6312,1.6312,0.0
5037,Presztízs- és luxusmárkák rv. ea.,2026-03-09,3.3968,3.3968,0.0
5038,USA részvény eszközalap,2026-03-09,4.5287,4.5287,0.0
5039,Ázsia kötvény eszközalap,2026-03-09,2.291,2.291,0.0
5040,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-10,0.941,0.9425,0.0016
5041,Euró likviditás eszközalap - D,2026-03-10,0.9244,0.9262,0.0019
5042,Európai ingatlancégek részv. eszközalap,2026-03-10,1.8727,1.9093,0.0196
5043,Európai kötvény eszközalap - D,2026-03-10,1.2296,1.2345,0.004
5044,Európai részvény eszközalap,2026-03-10,2.7187,2.792,0.027
5045,Európai vállalati kötvény eszközalap,2026-03-10,1.3226,1.3279,0.004
5046,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-10,1.1938,1.2304,0.0306
5047,Fejlõdõ ázsiai részvény eszközalap,2026-03-10,2.7456,2.8297,0.0307
5048,Fenntartható növekedés részvény eszk.,2026-03-10,3.0459,3.0373,-0.0028
5049,Globális egészségügyi részvény eszk.,2026-03-10,3.5024,3.5511,0.0139
5050,Globális növekedési részvény eszközalap,2026-03-10,2.0865,2.0913,0.0023
5051,Kiegyensúlyozott vegyes eszközalap - D,2026-03-10,1.4313,1.4388,0.0053
5052,Latin-amerikai részvény eszközalap,2026-03-10,1.3662,1.4222,0.0409
5053,Magas kötvény arányú vegyes eszk. - D,2026-03-10,1.1116,1.1167,0.0046
5054,Magas védelmû vegyes eszközalap,2026-03-10,1.109,1.1109,0.0017
5055,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-10,3.4011,3.4135,0.0036
5056,Nyersanyagpiaci részvény eszközalap,2026-03-10,1.6026,1.6471,0.0277
5057,Presztízs- és luxusmárkák rv. ea.,2026-03-10,3.3615,3.4425,0.0241
5058,USA részvény eszközalap,2026-03-10,4.5568,4.5245,-0.0071
5059,Ázsia kötvény eszközalap,2026-03-10,2.2868,2.2736,-0.0058
5060,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-11,0.9425,0.9388,-0.0039
5061,Euró likviditás eszközalap - D,2026-03-11,0.9262,0.924,-0.0024
5062,Európai ingatlancégek részv. eszközalap,2026-03-11,1.9093,1.87,-0.0206
5063,Európai kötvény eszközalap - D,2026-03-11,1.2345,1.2265,-0.0064
5064,Európai részvény eszközalap,2026-03-11,2.792,2.7776,-0.0052
5065,Európai vállalati kötvény eszközalap,2026-03-11,1.3279,1.3208,-0.0053
5066,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-11,1.2304,1.224,-0.0052
5067,Fejlõdõ ázsiai részvény eszközalap,2026-03-11,2.8297,2.8573,0.0097
5068,Fenntartható növekedés részvény eszk.,2026-03-11,3.0373,3.0434,0.002
5069,Globális egészségügyi részvény eszk.,2026-03-11,3.5511,3.5279,-0.0065
5070,Globális növekedési részvény eszközalap,2026-03-11,2.0913,2.0971,0.0027
5071,Kiegyensúlyozott vegyes eszközalap - D,2026-03-11,1.4388,1.4356,-0.0023
5072,Latin-amerikai részvény eszközalap,2026-03-11,1.4222,1.4176,-0.0032
5073,Magas kötvény arányú vegyes eszk. - D,2026-03-11,1.1167,1.1119,-0.0043
5074,Magas védelmû vegyes eszközalap,2026-03-11,1.1109,1.1102,-0.0006
5075,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-11,3.4135,3.39,-0.0069
5076,Nyersanyagpiaci részvény eszközalap,2026-03-11,1.6471,1.6315,-0.0095
5077,Presztízs- és luxusmárkák rv. ea.,2026-03-11,3.4425,3.4214,-0.0061
5078,USA részvény eszközalap,2026-03-11,4.5245,4.5553,0.0068
5079,Ázsia kötvény eszközalap,2026-03-11,2.2736,2.2823,0.0038
5080,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-12,0.9388,0.9318,-0.0075
5081,Euró likviditás eszközalap - D,2026-03-12,0.924,0.9233,-0.0007
5082,Európai ingatlancégek részv. eszközalap,2026-03-12,1.87,1.8565,-0.0073
5083,Európai kötvény eszközalap - D,2026-03-12,1.2265,1.2217,-0.0039
5084,Európai részvény eszközalap,2026-03-12,2.7776,2.7544,-0.0084
5085,Európai vállalati kötvény eszközalap,2026-03-12,1.3208,1.318,-0.0021
5086,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-12,1.224,1.2008,-0.0189
5087,Fejlõdõ ázsiai részvény eszközalap,2026-03-12,2.8573,2.8211,-0.0127
5088,Fenntartható növekedés részvény eszk.,2026-03-12,3.0434,3.0061,-0.0123
5089,Globális egészségügyi részvény eszk.,2026-03-12,3.5279,3.4814,-0.0132
5090,Globális növekedési részvény eszközalap,2026-03-12,2.0971,2.0704,-0.0127
5091,Kiegyensúlyozott vegyes eszközalap - D,2026-03-12,1.4356,1.426,-0.0066
5092,Latin-amerikai részvény eszközalap,2026-03-12,1.4176,1.3829,-0.0244
5093,Magas kötvény arányú vegyes eszk. - D,2026-03-12,1.1119,1.1064,-0.0049
5094,Magas védelmû vegyes eszközalap,2026-03-12,1.1102,1.1098,-0.0004
5095,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-12,3.39,3.3998,0.0029
5096,Nyersanyagpiaci részvény eszközalap,2026-03-12,1.6315,1.6409,0.0058
5097,Presztízs- és luxusmárkák rv. ea.,2026-03-12,3.4214,3.3698,-0.0151
5098,USA részvény eszközalap,2026-03-12,4.5553,4.5034,-0.0114
5099,Ázsia kötvény eszközalap,2026-03-12,2.2823,2.2832,0.0004
5100,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-13,0.9318,0.9359,0.0045
5101,Euró likviditás eszközalap - D,2026-03-13,0.9233,0.9228,-0.0005
5102,Európai ingatlancégek részv. eszközalap,2026-03-13,1.8565,1.8444,-0.0065
5103,Európai kötvény eszközalap - D,2026-03-13,1.2217,1.221,-0.0006
5104,Európai részvény eszközalap,2026-03-13,2.7544,2.7464,-0.0029
5105,Európai vállalati kötvény eszközalap,2026-03-13,1.318,1.3155,-0.0019
5106,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-13,1.2008,1.1998,-0.0009
5107,Fejlõdõ ázsiai részvény eszközalap,2026-03-13,2.8211,2.8298,0.0031
5108,Fenntartható növekedés részvény eszk.,2026-03-13,3.0061,3.0039,-0.0007
5109,Globális egészségügyi részvény eszk.,2026-03-13,3.4814,3.4607,-0.006
5110,Globális növekedési részvény eszközalap,2026-03-13,2.0704,2.0719,0.0007
5111,Kiegyensúlyozott vegyes eszközalap - D,2026-03-13,1.426,1.4218,-0.003
5112,Latin-amerikai részvény eszközalap,2026-03-13,1.3829,1.3739,-0.0065
5113,Magas kötvény arányú vegyes eszk. - D,2026-03-13,1.1064,1.1036,-0.0026
5114,Magas védelmû vegyes eszközalap,2026-03-13,1.1098,1.1094,-0.0003
5115,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-13,3.3998,3.4423,0.0125
5116,Nyersanyagpiaci részvény eszközalap,2026-03-13,1.6409,1.6164,-0.0149
5117,Presztízs- és luxusmárkák rv. ea.,2026-03-13,3.3698,3.337,-0.0097
5118,USA részvény eszközalap,2026-03-13,4.5034,4.4969,-0.0014
5119,Ázsia kötvény eszközalap,2026-03-13,2.2832,2.2951,0.0052
5120,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-16,0.9359,0.9359,0.0
5121,Euró likviditás eszközalap - D,2026-03-16,0.9228,0.9228,0.0
5122,Európai ingatlancégek részv. eszközalap,2026-03-16,1.8444,1.8444,0.0
5123,Európai kötvény eszközalap - D,2026-03-16,1.221,1.221,0.0
5124,Európai részvény eszközalap,2026-03-16,2.7464,2.7464,0.0
5125,Európai vállalati kötvény eszközalap,2026-03-16,1.3155,1.3155,0.0
5126,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-16,1.1998,1.1998,0.0
5127,Fejlõdõ ázsiai részvény eszközalap,2026-03-16,2.8298,2.8298,0.0
5128,Fenntartható növekedés részvény eszk.,2026-03-16,3.0039,3.0039,0.0
5129,Globális egészségügyi részvény eszk.,2026-03-16,3.4607,3.4607,0.0
5130,Globális növekedési részvény eszközalap,2026-03-16,2.0719,2.0719,0.0
5131,Kiegyensúlyozott vegyes eszközalap - D,2026-03-16,1.4218,1.4218,0.0
5132,Latin-amerikai részvény eszközalap,2026-03-16,1.3739,1.3739,0.0
5133,Magas kötvény arányú vegyes eszk. - D,2026-03-16,1.1036,1.1036,0.0
5134,Magas védelmû vegyes eszközalap,2026-03-16,1.1094,1.1094,0.0
5135,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-16,3.4423,3.4423,0.0
5136,Nyersanyagpiaci részvény eszközalap,2026-03-16,1.6164,1.6164,0.0
5137,Presztízs- és luxusmárkák rv. ea.,2026-03-16,3.337,3.337,0.0
5138,USA részvény eszközalap,2026-03-16,4.4969,4.4969,0.0
5139,Ázsia kötvény eszközalap,2026-03-16,2.2951,2.2951,0.0
5140,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-16,0.9359,0.9359,0.0
5141,Euró likviditás eszközalap - D,2026-03-16,0.9228,0.9228,0.0
5142,Európai ingatlancégek részv. eszközalap,2026-03-16,1.8444,1.8444,0.0
5143,Európai kötvény eszközalap - D,2026-03-16,1.221,1.221,0.0
5144,Európai részvény eszközalap,2026-03-16,2.7464,2.7464,0.0
5145,Európai vállalati kötvény eszközalap,2026-03-16,1.3155,1.3155,0.0
5146,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-16,1.1998,1.1998,0.0
5147,Fejlõdõ ázsiai részvény eszközalap,2026-03-16,2.8298,2.8298,0.0
5148,Fenntartható növekedés részvény eszk.,2026-03-16,3.0039,3.0039,0.0
5149,Globális egészségügyi részvény eszk.,2026-03-16,3.4607,3.4607,0.0
5150,Globális növekedési részvény eszközalap,2026-03-16,2.0719,2.0719,0.0
5151,Kiegyensúlyozott vegyes eszközalap - D,2026-03-16,1.4218,1.4218,0.0
5152,Latin-amerikai részvény eszközalap,2026-03-16,1.3739,1.3739,0.0
5153,Magas kötvény arányú vegyes eszk. - D,2026-03-16,1.1036,1.1036,0.0
5154,Magas védelmû vegyes eszközalap,2026-03-16,1.1094,1.1094,0.0
5155,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-16,3.4423,3.4423,0.0
5156,Nyersanyagpiaci részvény eszközalap,2026-03-16,1.6164,1.6164,0.0
5157,Presztízs- és luxusmárkák rv. ea.,2026-03-16,3.337,3.337,0.0
5158,USA részvény eszközalap,2026-03-16,4.4969,4.4969,0.0
5159,Ázsia kötvény eszközalap,2026-03-16,2.2951,2.2951,0.0
5160,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-16,0.9359,0.9359,0.0
5161,Euró likviditás eszközalap - D,2026-03-16,0.9228,0.9228,0.0
5162,Európai ingatlancégek részv. eszközalap,2026-03-16,1.8444,1.8444,0.0
5163,Európai kötvény eszközalap - D,2026-03-16,1.221,1.221,0.0
5164,Európai részvény eszközalap,2026-03-16,2.7464,2.7464,0.0
5165,Európai vállalati kötvény eszközalap,2026-03-16,1.3155,1.3155,0.0
5166,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-16,1.1998,1.1998,0.0
5167,Fejlõdõ ázsiai részvény eszközalap,2026-03-16,2.8298,2.8298,0.0
5168,Fenntartható növekedés részvény eszk.,2026-03-16,3.0039,3.0039,0.0
5169,Globális egészségügyi részvény eszk.,2026-03-16,3.4607,3.4607,0.0
5170,Globális növekedési részvény eszközalap,2026-03-16,2.0719,2.0719,0.0
5171,Kiegyensúlyozott vegyes eszközalap - D,2026-03-16,1.4218,1.4218,0.0
5172,Latin-amerikai részvény eszközalap,2026-03-16,1.3739,1.3739,0.0
5173,Magas kötvény arányú vegyes eszk. - D,2026-03-16,1.1036,1.1036,0.0
5174,Magas védelmû vegyes eszközalap,2026-03-16,1.1094,1.1094,0.0
5175,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-16,3.4423,3.4423,0.0
5176,Nyersanyagpiaci részvény eszközalap,2026-03-16,1.6164,1.6164,0.0
5177,Presztízs- és luxusmárkák rv. ea.,2026-03-16,3.337,3.337,0.0
5178,USA részvény eszközalap,2026-03-16,4.4969,4.4969,0.0
5179,Ázsia kötvény eszközalap,2026-03-16,2.2951,2.2951,0.0
5180,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-17,0.9368,0.9383,0.0016
5181,Euró likviditás eszközalap - D,2026-03-17,0.9235,0.924,0.0004
5182,Európai ingatlancégek részv. eszközalap,2026-03-17,1.8703,1.8866,0.0087
5183,Európai kötvény eszközalap - D,2026-03-17,1.2237,1.2262,0.0021
5184,Európai részvény eszközalap,2026-03-17,2.7522,2.7709,0.0068
5185,Európai vállalati kötvény eszközalap,2026-03-17,1.3171,1.3196,0.0019
5186,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-17,1.2142,1.2246,0.0085
5187,Fejlõdõ ázsiai részvény eszközalap,2026-03-17,2.8568,2.8682,0.004
5188,Fenntartható növekedés részvény eszk.,2026-03-17,3.0208,3.0192,-0.0005
5189,Globális egészségügyi részvény eszk.,2026-03-17,3.4682,3.4707,0.0007
5190,Globális növekedési részvény eszközalap,2026-03-17,2.0834,2.0888,0.0026
5191,Kiegyensúlyozott vegyes eszközalap - D,2026-03-17,1.4277,1.4314,0.0026
5192,Latin-amerikai részvény eszközalap,2026-03-17,1.3825,1.3939,0.0082
5193,Magas kötvény arányú vegyes eszk. - D,2026-03-17,1.1071,1.1098,0.0024
5194,Magas védelmû vegyes eszközalap,2026-03-17,1.1098,1.1101,0.0003
5195,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-17,3.4346,3.4366,0.0006
5196,Nyersanyagpiaci részvény eszközalap,2026-03-17,1.6061,1.6135,0.0046
5197,Presztízs- és luxusmárkák rv. ea.,2026-03-17,3.3464,3.3611,0.0044
5198,USA részvény eszközalap,2026-03-17,4.5283,4.5219,-0.0014
5199,Ázsia kötvény eszközalap,2026-03-17,2.2969,2.2852,-0.0051
5200,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-18,0.9383,0.9325,-0.0061
5201,Euró likviditás eszközalap - D,2026-03-18,0.924,0.923,-0.0011
5202,Európai ingatlancégek részv. eszközalap,2026-03-18,1.8866,1.8786,-0.0043
5203,Európai kötvény eszközalap - D,2026-03-18,1.2262,1.2232,-0.0024
5204,Európai részvény eszközalap,2026-03-18,2.7709,2.7516,-0.007
5205,Európai vállalati kötvény eszközalap,2026-03-18,1.3196,1.3175,-0.0016
5206,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-18,1.2246,1.212,-0.0102
