asset_name,date,opening_value
Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-18,0.9497
Euró likviditás eszközalap - D,2025-10-18,0.927
Európai ingatlancégek részv. eszközalap,2025-10-18,1.8527
Európai kötvény eszközalap - D,2025-10-18,1.2414
Európai részvény eszközalap,2025-10-18,2.6431
Európai vállalati kötvény eszközalap,2025-10-18,1.3319
Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-18,1.1315
Fejlõdõ ázsiai részvény eszközalap,2025-10-18,2.3163
Fenntartható növekedés részvény eszk.,2025-10-18,3.1348
Globális egészségügyi részvény eszk.,2025-10-18,3.3862
Globális növekedési részvény eszközalap,2025-10-18,2.1697
Kiegyensúlyozott vegyes eszközalap - D,2025-10-18,1.4279
Latin-amerikai részvény eszközalap,2025-10-18,1.1438
Magas kötvény arányú vegyes eszk. - D,2025-10-18,1.1181
Magas védelmû vegyes eszközalap,2025-10-18,1.101
Nemz. élelmiszeripari cégek rv. ea - D,2025-10-18,3.2033
Nyersanyagpiaci részvény eszközalap,2025-10-18,1.3904
Presztízs- és luxusmárkák rv. ea.,2025-10-18,3.6126
USA részvény eszközalap,2025-10-18,4.5293
Ázsia kötvény eszközalap,2025-10-18,2.255
Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-21,0.9544
Euró likviditás eszközalap - D,2025-10-21,0.9271
Európai ingatlancégek részv. eszközalap,2025-10-21,1.864
Európai kötvény eszközalap - D,2025-10-21,1.2414
Európai részvény eszközalap,2025-10-21,2.6757
Európai vállalati kötvény eszközalap,2025-10-21,1.3323
Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-21,1.1502
Fejlõdõ ázsiai részvény eszközalap,2025-10-21,2.3392
Fenntartható növekedés részvény eszk.,2025-10-21,3.1737
Globális egészségügyi részvény eszk.,2025-10-21,3.4092
Globális növekedési részvény eszközalap,2025-10-21,2.1995
Kiegyensúlyozott vegyes eszközalap - D,2025-10-21,1.4352
Latin-amerikai részvény eszközalap,2025-10-21,1.1636
Magas kötvény arányú vegyes eszk. - D,2025-10-21,1.1211
Magas védelmû vegyes eszközalap,2025-10-21,1.1037
Nemz. élelmiszeripari cégek rv. ea - D,2025-10-21,3.2042
Nyersanyagpiaci részvény eszközalap,2025-10-21,1.4057
Presztízs- és luxusmárkák rv. ea.,2025-10-21,3.6644
USA részvény eszközalap,2025-10-21,4.5843
Ázsia kötvény eszközalap,2025-10-21,2.261
Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-21,0.9544
Euró likviditás eszközalap - D,2025-10-21,0.9271
Európai ingatlancégek részv. eszközalap,2025-10-21,1.864
Európai kötvény eszközalap - D,2025-10-21,1.2414
Európai részvény eszközalap,2025-10-21,2.6757
Európai vállalati kötvény eszközalap,2025-10-21,1.3323
Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-21,1.1502
Fejlõdõ ázsiai részvény eszközalap,2025-10-21,2.3392
Fenntartható növekedés részvény eszk.,2025-10-21,3.1737
Globális egészségügyi részvény eszk.,2025-10-21,3.4092
Globális növekedési részvény eszközalap,2025-10-21,2.1995
Kiegyensúlyozott vegyes eszközalap - D,2025-10-21,1.4352
Latin-amerikai részvény eszközalap,2025-10-21,1.1636
Magas kötvény arányú vegyes eszk. - D,2025-10-21,1.1211
Magas védelmû vegyes eszközalap,2025-10-21,1.1037
Nemz. élelmiszeripari cégek rv. ea - D,2025-10-21,3.2042
Nyersanyagpiaci részvény eszközalap,2025-10-21,1.4057
Presztízs- és luxusmárkák rv. ea.,2025-10-21,3.6644
USA részvény eszközalap,2025-10-21,4.5843
Ázsia kötvény eszközalap,2025-10-21,2.261
Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-22,0.9567
Euró likviditás eszközalap - D,2025-10-22,0.9272
Európai ingatlancégek részv. eszközalap,2025-10-22,1.8867
Európai kötvény eszközalap - D,2025-10-22,1.2431
Európai részvény eszközalap,2025-10-22,2.6822
Európai vállalati kötvény eszközalap,2025-10-22,1.3337
Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-22,1.1491
Fejlõdõ ázsiai részvény eszközalap,2025-10-22,2.3536
Fenntartható növekedés részvény eszk.,2025-10-22,3.194
Globális egészségügyi részvény eszk.,2025-10-22,3.4117
Globális növekedési részvény eszközalap,2025-10-22,2.2157
Kiegyensúlyozott vegyes eszközalap - D,2025-10-22,1.4403
Latin-amerikai részvény eszközalap,2025-10-22,1.1578
Magas kötvény arányú vegyes eszk. - D,2025-10-22,1.1241
Magas védelmû vegyes eszközalap,2025-10-22,1.104
Nemz. élelmiszeripari cégek rv. ea - D,2025-10-22,3.1999
Nyersanyagpiaci részvény eszközalap,2025-10-22,1.3871
Presztízs- és luxusmárkák rv. ea.,2025-10-22,3.6922
USA részvény eszközalap,2025-10-22,4.6071
Ázsia kötvény eszközalap,2025-10-22,2.2727
Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-23,0.9559
Euró likviditás eszközalap - D,2025-10-23,0.9272
Európai ingatlancégek részv. eszközalap,2025-10-23,1.9095
Európai kötvény eszközalap - D,2025-10-23,1.2425
Európai részvény eszközalap,2025-10-23,2.6607
Európai vállalati kötvény eszközalap,2025-10-23,1.3335
Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-23,1.1439
Fejlõdõ ázsiai részvény eszközalap,2025-10-23,2.3507
Fenntartható növekedés részvény eszk.,2025-10-23,3.1898
Globális egészségügyi részvény eszk.,2025-10-23,3.4297
Globális növekedési részvény eszközalap,2025-10-23,2.2096
Kiegyensúlyozott vegyes eszközalap - D,2025-10-23,1.4375
Latin-amerikai részvény eszközalap,2025-10-23,1.1571
Magas kötvény arányú vegyes eszk. - D,2025-10-23,1.1225
Magas védelmû vegyes eszközalap,2025-10-23,1.1015
Nemz. élelmiszeripari cégek rv. ea - D,2025-10-23,3.2223
Nyersanyagpiaci részvény eszközalap,2025-10-23,1.3856
Presztízs- és luxusmárkák rv. ea.,2025-10-23,3.6688
USA részvény eszközalap,2025-10-23,4.5747
Ázsia kötvény eszközalap,2025-10-23,2.2777
Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-28,0.9612
Euró likviditás eszközalap - D,2025-10-28,0.9265
Európai ingatlancégek részv. eszközalap,2025-10-28,1.8914
Európai kötvény eszközalap - D,2025-10-28,1.2387
Európai részvény eszközalap,2025-10-28,2.6941
Európai vállalati kötvény eszközalap,2025-10-28,1.3326
Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-28,1.1656
Fejlõdõ ázsiai részvény eszközalap,2025-10-28,2.4019
Fenntartható növekedés részvény eszk.,2025-10-28,3.2482
Globális egészségügyi részvény eszk.,2025-10-28,3.4137
Globális növekedési részvény eszközalap,2025-10-28,2.2351
Kiegyensúlyozott vegyes eszközalap - D,2025-10-28,1.4464
Latin-amerikai részvény eszközalap,2025-10-28,1.1767
Magas kötvény arányú vegyes eszk. - D,2025-10-28,1.1246
Magas védelmû vegyes eszközalap,2025-10-28,1.105
Nemz. élelmiszeripari cégek rv. ea - D,2025-10-28,3.1772
Nyersanyagpiaci részvény eszközalap,2025-10-28,1.3903
Presztízs- és luxusmárkák rv. ea.,2025-10-28,3.7045
USA részvény eszközalap,2025-10-28,4.6733
Ázsia kötvény eszközalap,2025-10-28,2.2726
Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-28,0.9612
Euró likviditás eszközalap - D,2025-10-28,0.9265
Európai ingatlancégek részv. eszközalap,2025-10-28,1.8914
Európai kötvény eszközalap - D,2025-10-28,1.2387
Európai részvény eszközalap,2025-10-28,2.6941
Európai vállalati kötvény eszközalap,2025-10-28,1.3326
Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-28,1.1656
Fejlõdõ ázsiai részvény eszközalap,2025-10-28,2.4019
Fenntartható növekedés részvény eszk.,2025-10-28,3.2482
Globális egészségügyi részvény eszk.,2025-10-28,3.4137
Globális növekedési részvény eszközalap,2025-10-28,2.2351
Kiegyensúlyozott vegyes eszközalap - D,2025-10-28,1.4464
Latin-amerikai részvény eszközalap,2025-10-28,1.1767
Magas kötvény arányú vegyes eszk. - D,2025-10-28,1.1246
Magas védelmû vegyes eszközalap,2025-10-28,1.105
Nemz. élelmiszeripari cégek rv. ea - D,2025-10-28,3.1772
Nyersanyagpiaci részvény eszközalap,2025-10-28,1.3903
Presztízs- és luxusmárkák rv. ea.,2025-10-28,3.7045
USA részvény eszközalap,2025-10-28,4.6733
Ázsia kötvény eszközalap,2025-10-28,2.2726
Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-29,0.961
Euró likviditás eszközalap - D,2025-10-29,0.9265
Európai ingatlancégek részv. eszközalap,2025-10-29,1.8734
Európai kötvény eszközalap - D,2025-10-29,1.2388
Európai részvény eszközalap,2025-10-29,2.6894
Európai vállalati kötvény eszközalap,2025-10-29,1.3331
Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-29,1.1572
Fejlõdõ ázsiai részvény eszközalap,2025-10-29,2.4025
Fenntartható növekedés részvény eszk.,2025-10-29,3.242
Globális egészségügyi részvény eszk.,2025-10-29,3.424
Globális növekedési részvény eszközalap,2025-10-29,2.2159
Kiegyensúlyozott vegyes eszközalap - D,2025-10-29,1.4476
Latin-amerikai részvény eszközalap,2025-10-29,1.1811
Magas kötvény arányú vegyes eszk. - D,2025-10-29,1.1253
Magas védelmû vegyes eszközalap,2025-10-29,1.1046
Nemz. élelmiszeripari cégek rv. ea - D,2025-10-29,3.162
Nyersanyagpiaci részvény eszközalap,2025-10-29,1.391
Presztízs- és luxusmárkák rv. ea.,2025-10-29,3.6692
USA részvény eszközalap,2025-10-29,4.6806
Ázsia kötvény eszközalap,2025-10-29,2.2732
Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-30,0.9588
Euró likviditás eszközalap - D,2025-10-30,0.9266
Európai ingatlancégek részv. eszközalap,2025-10-30,1.8635
Európai kötvény eszközalap - D,2025-10-30,1.2392
Európai részvény eszközalap,2025-10-30,2.6873
Európai vállalati kötvény eszközalap,2025-10-30,1.3335
Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-30,1.1695
Fejlõdõ ázsiai részvény eszközalap,2025-10-30,2.4025
Fenntartható növekedés részvény eszk.,2025-10-30,3.2315
Globális egészségügyi részvény eszk.,2025-10-30,3.3876
Globális növekedési részvény eszközalap,2025-10-30,2.1711
Kiegyensúlyozott vegyes eszközalap - D,2025-10-30,1.4499
Latin-amerikai részvény eszközalap,2025-10-30,1.189
Magas kötvény arányú vegyes eszk. - D,2025-10-30,1.1264
Magas védelmû vegyes eszközalap,2025-10-30,1.1047
Nemz. élelmiszeripari cégek rv. ea - D,2025-10-30,3.11
Nyersanyagpiaci részvény eszközalap,2025-10-30,1.3971
Presztízs- és luxusmárkák rv. ea.,2025-10-30,3.6521
USA részvény eszközalap,2025-10-30,4.6737
Ázsia kötvény eszközalap,2025-10-30,2.2757
Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-31,0.9577
Euró likviditás eszközalap - D,2025-10-31,0.9264
Európai ingatlancégek részv. eszközalap,2025-10-31,1.8554
Európai kötvény eszközalap - D,2025-10-31,1.238
Európai részvény eszközalap,2025-10-31,2.6889
Európai vállalati kötvény eszközalap,2025-10-31,1.332
Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-31,1.1631
Fejlõdõ ázsiai részvény eszközalap,2025-10-31,2.4391
Fenntartható növekedés részvény eszk.,2025-10-31,3.2372
Globális egészségügyi részvény eszk.,2025-10-31,3.3823
Globális növekedési részvény eszközalap,2025-10-31,2.1694
Kiegyensúlyozott vegyes eszközalap - D,2025-10-31,1.4487
Latin-amerikai részvény eszközalap,2025-10-31,1.1948
Magas kötvény arányú vegyes eszk. - D,2025-10-31,1.1252
Magas védelmû vegyes eszközalap,2025-10-31,1.1046
Nemz. élelmiszeripari cégek rv. ea - D,2025-10-31,3.1216
Nyersanyagpiaci részvény eszközalap,2025-10-31,1.3868
Presztízs- és luxusmárkák rv. ea.,2025-10-31,3.6251
USA részvény eszközalap,2025-10-31,4.6772
Ázsia kötvény eszközalap,2025-10-31,2.2757
Aktív hozamfigyelõ vegyes eszközalap - D,2025-11-01,0.958
Euró likviditás eszközalap - D,2025-11-01,0.9266
Európai ingatlancégek részv. eszközalap,2025-11-01,1.8424
Európai kötvény eszközalap - D,2025-11-01,1.2382
Európai részvény eszközalap,2025-11-01,2.666
Európai vállalati kötvény eszközalap,2025-11-01,1.3324
Fejlõdõ piaci részvény ESG eszközalap-D,2025-11-01,1.1568
Fejlõdõ ázsiai részvény eszközalap,2025-11-01,2.4282
Fenntartható növekedés részvény eszk.,2025-11-01,3.2417
Globális egészségügyi részvény eszk.,2025-11-01,3.3589
Globális növekedési részvény eszközalap,2025-11-01,2.1716
Kiegyensúlyozott vegyes eszközalap - D,2025-11-01,1.4503
Latin-amerikai részvény eszközalap,2025-11-01,1.1964
Magas kötvény arányú vegyes eszk. - D,2025-11-01,1.1258
Magas védelmû vegyes eszközalap,2025-11-01,1.1028
Nemz. élelmiszeripari cégek rv. ea - D,2025-11-01,3.1092
Nyersanyagpiaci részvény eszközalap,2025-11-01,1.3804
Presztízs- és luxusmárkák rv. ea.,2025-11-01,3.636
USA részvény eszközalap,2025-11-01,4.7
Ázsia kötvény eszközalap,2025-11-01,2.2805
Aktív hozamfigyelõ vegyes eszközalap - D,2025-11-04,0.9582
Euró likviditás eszközalap - D,2025-11-04,0.9263
Európai ingatlancégek részv. eszközalap,2025-11-04,1.8278
Európai kötvény eszközalap - D,2025-11-04,1.2369
Európai részvény eszközalap,2025-11-04,2.6707
Európai vállalati kötvény eszközalap,2025-11-04,1.33
Fejlõdõ piaci részvény ESG eszközalap-D,2025-11-04,1.164
Fejlõdõ ázsiai részvény eszközalap,2025-11-04,2.4494
Fenntartható növekedés részvény eszk.,2025-11-04,3.2519
Globális egészségügyi részvény eszk.,2025-11-04,3.3456
Globális növekedési részvény eszközalap,2025-11-04,2.1715
Kiegyensúlyozott vegyes eszközalap - D,2025-11-04,1.4526
Latin-amerikai részvény eszközalap,2025-11-04,1.2061
Magas kötvény arányú vegyes eszk. - D,2025-11-04,1.126
Magas védelmû vegyes eszközalap,2025-11-04,1.1034
Nemz. élelmiszeripari cégek rv. ea - D,2025-11-04,3.1001
Nyersanyagpiaci részvény eszközalap,2025-11-04,1.3666
Presztízs- és luxusmárkák rv. ea.,2025-11-04,3.6229
USA részvény eszközalap,2025-11-04,4.7041
Ázsia kötvény eszközalap,2025-11-04,2.2923
Aktív hozamfigyelõ vegyes eszközalap - D,2025-11-04,0.9582
Euró likviditás eszközalap - D,2025-11-04,0.9263
Európai ingatlancégek részv. eszközalap,2025-11-04,1.8278
Európai kötvény eszközalap - D,2025-11-04,1.2369
Európai részvény eszközalap,2025-11-04,2.6707
Európai vállalati kötvény eszközalap,2025-11-04,1.33
Fejlõdõ piaci részvény ESG eszközalap-D,2025-11-04,1.164
Fejlõdõ ázsiai részvény eszközalap,2025-11-04,2.4494
Fenntartható növekedés részvény eszk.,2025-11-04,3.2519
Globális egészségügyi részvény eszk.,2025-11-04,3.3456
Globális növekedési részvény eszközalap,2025-11-04,2.1715
Kiegyensúlyozott vegyes eszközalap - D,2025-11-04,1.4526
Latin-amerikai részvény eszközalap,2025-11-04,1.2061
Magas kötvény arányú vegyes eszk. - D,2025-11-04,1.126
Magas védelmû vegyes eszközalap,2025-11-04,1.1034
Nemz. élelmiszeripari cégek rv. ea - D,2025-11-04,3.1001
Nyersanyagpiaci részvény eszközalap,2025-11-04,1.3666
Presztízs- és luxusmárkák rv. ea.,2025-11-04,3.6229
USA részvény eszközalap,2025-11-04,4.7041
Ázsia kötvény eszközalap,2025-11-04,2.2923
Aktív hozamfigyelõ vegyes eszközalap - D,2025-11-05,0.9562
Euró likviditás eszközalap - D,2025-11-05,0.9264
Európai ingatlancégek részv. eszközalap,2025-11-05,1.8388
Európai kötvény eszközalap - D,2025-11-05,1.2375
Európai részvény eszközalap,2025-11-05,2.6669
Európai vállalati kötvény eszközalap,2025-11-05,1.3297
Fejlõdõ piaci részvény ESG eszközalap-D,2025-11-05,1.1535
Fejlõdõ ázsiai részvény eszközalap,2025-11-05,2.4411
Fenntartható növekedés részvény eszk.,2025-11-05,3.2349
Globális egészségügyi részvény eszk.,2025-11-05,3.3455
Globális növekedési részvény eszközalap,2025-11-05,2.1633
Kiegyensúlyozott vegyes eszközalap - D,2025-11-05,1.4487
Latin-amerikai részvény eszközalap,2025-11-05,1.2034
Magas kötvény arányú vegyes eszk. - D,2025-11-05,1.1244
Magas védelmû vegyes eszközalap,2025-11-05,1.1026
Nemz. élelmiszeripari cégek rv. ea - D,2025-11-05,3.1205
Nyersanyagpiaci részvény eszközalap,2025-11-05,1.359
Presztízs- és luxusmárkák rv. ea.,2025-11-05,3.5812
USA részvény eszközalap,2025-11-05,4.658
Ázsia kötvény eszközalap,2025-11-05,2.2938
Aktív hozamfigyelõ vegyes eszközalap - D,2025-11-06,0.9555
Euró likviditás eszközalap - D,2025-11-06,0.9261
Európai ingatlancégek részv. eszközalap,2025-11-06,1.8326
Európai kötvény eszközalap - D,2025-11-06,1.2361
Európai részvény eszközalap,2025-11-06,2.6725
Európai vállalati kötvény eszközalap,2025-11-06,1.329
Fejlõdõ piaci részvény ESG eszközalap-D,2025-11-06,1.1534
Fejlõdõ ázsiai részvény eszközalap,2025-11-06,2.4346
Fenntartható növekedés részvény eszk.,2025-11-06,3.2442
Globális egészségügyi részvény eszk.,2025-11-06,3.366
Globális növekedési részvény eszközalap,2025-11-06,2.176
Kiegyensúlyozott vegyes eszközalap - D,2025-11-06,1.4476
Latin-amerikai részvény eszközalap,2025-11-06,1.2177
Magas kötvény arányú vegyes eszk. - D,2025-11-06,1.1233
Magas védelmû vegyes eszközalap,2025-11-06,1.1034
Nemz. élelmiszeripari cégek rv. ea - D,2025-11-06,3.129
Nyersanyagpiaci részvény eszközalap,2025-11-06,1.3627
Presztízs- és luxusmárkák rv. ea.,2025-11-06,3.6078
USA részvény eszközalap,2025-11-06,4.6784
Ázsia kötvény eszközalap,2025-11-06,2.295
Aktív hozamfigyelõ vegyes eszközalap - D,2025-11-07,0.9529
Euró likviditás eszközalap - D,2025-11-07,0.9262
Európai ingatlancégek részv. eszközalap,2025-11-07,1.8418
Európai kötvény eszközalap - D,2025-11-07,1.2366
Európai részvény eszközalap,2025-11-07,2.6462
Európai vállalati kötvény eszközalap,2025-11-07,1.329
Fejlõdõ piaci részvény ESG eszközalap-D,2025-11-07,1.144
Fejlõdõ ázsiai részvény eszközalap,2025-11-07,2.4418
Fenntartható növekedés részvény eszk.,2025-11-07,3.198
Globális egészségügyi részvény eszk.,2025-11-07,3.3788
Globális növekedési részvény eszközalap,2025-11-07,2.1675
Kiegyensúlyozott vegyes eszközalap - D,2025-11-07,1.4414
Latin-amerikai részvény eszközalap,2025-11-07,1.2178
Magas kötvény arányú vegyes eszk. - D,2025-11-07,1.121
Magas védelmû vegyes eszközalap,2025-11-07,1.1007
Nemz. élelmiszeripari cégek rv. ea - D,2025-11-07,3.1076
Nyersanyagpiaci részvény eszközalap,2025-11-07,1.3624
Presztízs- és luxusmárkák rv. ea.,2025-11-07,3.5414
USA részvény eszközalap,2025-11-07,4.6044
Ázsia kötvény eszközalap,2025-11-07,2.2878
Aktív hozamfigyelõ vegyes eszközalap - D,2025-11-08,0.9528
Euró likviditás eszközalap - D,2025-11-08,0.9262
Európai ingatlancégek részv. eszközalap,2025-11-08,1.8448
Európai kötvény eszközalap - D,2025-11-08,1.236
Európai részvény eszközalap,2025-11-08,2.6231
Európai vállalati kötvény eszközalap,2025-11-08,1.3275
Fejlõdõ piaci részvény ESG eszközalap-D,2025-11-08,1.1283
Fejlõdõ ázsiai részvény eszközalap,2025-11-08,2.4074
Fenntartható növekedés részvény eszk.,2025-11-08,3.1982
Globális egészségügyi részvény eszk.,2025-11-08,3.3684
Globális növekedési részvény eszközalap,2025-11-08,2.1636
Kiegyensúlyozott vegyes eszközalap - D,2025-11-08,1.4351
